Content ID,User ID_Reactions,Type_Reactions,Datetime,User ID_Content,Type_Content,Category,Type,Sentiment,Score
0be59876-d70c-486c-8e0b-a06bef7a2cd6,a559688e-3f10-436f-a25e-8ad553eacb89,disgust,2020-07-23 19:31:31,72d2587e-8fae-4626-a73d-352e6465ba0f,GIF,tennis,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,3e65775b-36e4-495d-9c45-28127fb3da5f,disgust,2020-12-08 13:12:56,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,video,food,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,92423e9a-4e8c-49bc-be75-c819912696ce,disgust,2021-01-05 13:15:46,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,video,food,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,317c70d5-fe65-4663-afb1-150108e0e55c,disgust,2020-11-08 02:43:54,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,video,food,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,disgust,2021-04-19 01:45:56,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,video,food,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,9a5aca53-6263-485a-bf77-e60c4608fd26,disgust,2020-10-18 12:49:22,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,video,food,disgust,negative,0
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,8abcf667-7be3-439f-97bb-3375a3de366c,disgust,2021-02-08 03:28:00,425b7021-0409-4358-af39-2bff14197d0a,GIF,fitness,disgust,negative,0
f332d362-dc48-46c2-a64b-641157c0987e,1f7e22c8-558a-4b6f-a04f-b219593f029e,disgust,2021-02-15 20:35:25,05782669-264e-4c14-990e-14c8dbb13bef,GIF,soccer,disgust,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,79acce4b-b991-4a68-b762-d496686a4f32,disgust,2021-06-09 09:41:37,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,video,public speaking,disgust,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,b8c653b5-0118-4d7e-9bde-07c2de90f0ff,disgust,2020-12-26 06:13:28,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,video,public speaking,disgust,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,92b87fa5-f271-43e0-af66-84fac21052e6,disgust,2021-06-15 17:31:50,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,video,public speaking,disgust,negative,0
9b3a6d30-48e8-476c-82be-9031524bd04d,95258c36-5b6b-4591-85ee-0c43f503c1d5,disgust,2020-11-21 03:14:44,3d13e0d3-e765-4065-9221-3f864689b9e0,video,food,disgust,negative,0
9b3a6d30-48e8-476c-82be-9031524bd04d,f50ac030-3af8-4e07-aacf-dccff353b8f6,disgust,2021-01-01 11:23:50,3d13e0d3-e765-4065-9221-3f864689b9e0,video,food,disgust,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,b1ceae0c-016d-421f-a6f0-488a7857f9f6,disgust,2021-04-10 09:41:43,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,video,tennis,disgust,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,1879b698-1639-438e-a07e-ddd735f8d57c,disgust,2020-12-14 12:53:01,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,video,tennis,disgust,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,56b8948a-68bd-425f-b842-eabe6bcfacca,disgust,2020-10-06 10:20:38,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,video,tennis,disgust,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,9bb5d084-0b28-4352-8591-5b5a4efecdf0,disgust,2020-08-27 15:08:16,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,video,tennis,disgust,negative,0
baa2db00-81ba-4c34-b17d-dd950bfa133b,57617bf3-b7d0-49cb-8d88-7d8346656397,disgust,2020-09-13 08:14:15,2f112802-2501-45b5-a9d9-470cda6ef23e,GIF,soccer,disgust,negative,0
baa2db00-81ba-4c34-b17d-dd950bfa133b,b3e73328-3638-4913-b7ae-3a6a64c1cd62,disgust,2020-08-19 03:04:41,2f112802-2501-45b5-a9d9-470cda6ef23e,GIF,soccer,disgust,negative,0
baa2db00-81ba-4c34-b17d-dd950bfa133b,fd7396b2-a18b-449c-b326-e676aebd7776,disgust,2021-03-09 21:30:11,2f112802-2501-45b5-a9d9-470cda6ef23e,GIF,soccer,disgust,negative,0
f98dde71-ce1d-4f6c-bb05-ae05779d2207,2dd186bb-7a28-4e80-99c7-f1936afc7b49,disgust,2020-12-12 23:02:32,11f207c2-0113-47e5-aa9a-df2c7b91ac75,GIF,soccer,disgust,negative,0
f98dde71-ce1d-4f6c-bb05-ae05779d2207,9e9c6089-692f-406c-afee-50f62c127e9d,disgust,2021-03-30 23:01:37,11f207c2-0113-47e5-aa9a-df2c7b91ac75,GIF,soccer,disgust,negative,0
f98dde71-ce1d-4f6c-bb05-ae05779d2207,bbef3be1-172e-44bb-be3b-013140707ecf,disgust,2020-10-22 03:40:50,11f207c2-0113-47e5-aa9a-df2c7b91ac75,GIF,soccer,disgust,negative,0
388bd9db-9d10-4f47-87c4-6db46e83bc95,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,disgust,2021-03-31 00:16:59,76cb4dbe-7748-49ab-8179-6e3f3b840dd6,video,education,disgust,negative,0
78d0075f-895c-4a15-a35c-a921e2bb2cea,acd90ee9-84cd-465e-88e3-f128dd0cc1da,disgust,2020-12-07 00:39:27,34fcadd6-fa9b-4404-981a-c70c86cde556,photo,studying,disgust,negative,0
78d0075f-895c-4a15-a35c-a921e2bb2cea,f717de6d-2b64-4ef9-855d-ff1c9460c3fe,disgust,2020-07-06 19:29:39,34fcadd6-fa9b-4404-981a-c70c86cde556,photo,studying,disgust,negative,0
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,58fc0c8b-f669-4ee3-9a92-6d4290d85277,disgust,2020-09-11 20:55:52,7719b807-bf22-4b36-8f69-44d9a87d239b,photo,travel,disgust,negative,0
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,e57c1d53-11ce-4df6-bb4b-85647776fd6d,disgust,2020-07-26 11:28:58,7719b807-bf22-4b36-8f69-44d9a87d239b,photo,travel,disgust,negative,0
809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,49f49bcf-17fe-4edd-990d-16c3d1df931b,disgust,2021-05-11 03:04:50,10f311c3-f547-4260-8c0e-a155008b7936,audio,dogs,disgust,negative,0
34a3747a-0b77-42f6-ae19-87c38b94b674,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,disgust,2021-04-28 07:00:56,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,GIF,science,disgust,negative,0
2920dccb-e06f-49fc-8049-b6d4164dfe84,324e384a-9963-4d17-94aa-21859ea85062,disgust,2020-07-21 09:23:56,f8926cfa-7036-4929-b5db-925c26daea1a,GIF,veganism,disgust,negative,0
2920dccb-e06f-49fc-8049-b6d4164dfe84,953cb190-5704-4926-adc2-057c6f3e3cb4,disgust,2020-06-21 14:10:42,f8926cfa-7036-4929-b5db-925c26daea1a,GIF,veganism,disgust,negative,0
f4e3840e-bb71-40c2-afc5-9408d842646d,d74e1b39-7b34-4bcb-a24d-e215097187f5,disgust,2021-03-08 02:51:24,d9aab962-e964-4afd-83ee-abda0865da67,photo,healthy eating,disgust,negative,0
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,3f2d07e5-3604-4873-9737-bb44340773d8,disgust,2021-02-21 08:37:41,f0ef81ec-85b1-4475-ae60-aa7d373088aa,video,food,disgust,negative,0
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,fd4da61a-5102-4311-8b9f-2ec57bfac6b1,disgust,2020-12-04 13:10:29,f0ef81ec-85b1-4475-ae60-aa7d373088aa,video,food,disgust,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,disgust,2020-12-22 19:44:47,e2377b94-f06a-49ed-a266-377c4b07e980,video,dogs,disgust,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,disgust,2020-07-08 10:18:43,e2377b94-f06a-49ed-a266-377c4b07e980,video,dogs,disgust,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,2020-10-22 15:01:57,e2377b94-f06a-49ed-a266-377c4b07e980,video,dogs,disgust,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,disgust,2021-01-17 23:43:53,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,video,cooking,disgust,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,disgust,2020-06-23 11:28:25,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,video,cooking,disgust,negative,0
eec5e521-4c28-4e8a-93a9-d544803fad7e,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,disgust,2020-10-10 23:55:45,cad2d54d-9555-4dfe-bfcd-7a584895a002,audio,food,disgust,negative,0
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,0c347562-ce55-450b-91ab-0707662b36f5,disgust,2020-08-01 08:00:05,3eb6dad3-c017-4e77-8920-fbdea84b0acc,photo,technology,disgust,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,disgust,2020-06-30 23:11:07,bec3a622-1373-49c2-9d57-e0281c34f5cf,GIF,healthy eating,disgust,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,ce9b41f4-625e-4868-83d1-6b53767a8af5,disgust,2021-05-21 14:58:32,bec3a622-1373-49c2-9d57-e0281c34f5cf,GIF,healthy eating,disgust,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,b3e73328-3638-4913-b7ae-3a6a64c1cd62,disgust,2020-10-01 07:34:15,bec3a622-1373-49c2-9d57-e0281c34f5cf,GIF,healthy eating,disgust,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,bfe23c39-f814-4282-b0f7-506cd8295b8a,disgust,2020-07-07 12:17:02,bec3a622-1373-49c2-9d57-e0281c34f5cf,GIF,healthy eating,disgust,negative,0
4fa14453-7b29-4302-b51f-9aa23b472c1b,ffdb3615-516c-422f-aa24-a137e3027d3a,disgust,2020-09-08 15:30:59,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,audio,animals,disgust,negative,0
ab4c4756-1c50-4136-bad9-3216e01ffac2,e206e31b-5f85-4964-b6ea-d7ee5324def1,disgust,2021-04-24 11:52:10,bfe23c39-f814-4282-b0f7-506cd8295b8a,audio,fitness,disgust,negative,0
ab4c4756-1c50-4136-bad9-3216e01ffac2,85503a94-e733-486e-989e-12ff9b59f2d3,disgust,2021-03-18 22:16:29,bfe23c39-f814-4282-b0f7-506cd8295b8a,audio,fitness,disgust,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,1545ddaf-2b75-4143-82fe-b88966aee4fb,disgust,2020-11-12 19:22:27,948f7e9d-49bb-4770-bc9d-cb3fb65cca15,photo,fitness,disgust,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,2ab641a8-6ad4-4d1a-8511-d87ff5346773,disgust,2020-09-21 08:22:31,948f7e9d-49bb-4770-bc9d-cb3fb65cca15,photo,fitness,disgust,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,disgust,2021-01-27 15:57:15,948f7e9d-49bb-4770-bc9d-cb3fb65cca15,photo,fitness,disgust,negative,0
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,9a84c667-c913-47ce-be69-0f847dbfe0db,disgust,2020-12-06 06:14:00,f9775602-43ab-4d54-ad93-7c9a489879bc,photo,veganism,disgust,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,168e6d97-0b9c-45d0-ba57-cabc8c60d428,disgust,2020-06-26 16:08:58,26c9a1fc-78b0-460b-8931-cec1dc87aa0d,video,dogs,disgust,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,disgust,2021-05-18 09:59:31,26c9a1fc-78b0-460b-8931-cec1dc87aa0d,video,dogs,disgust,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,72d2587e-8fae-4626-a73d-352e6465ba0f,disgust,2021-02-22 18:10:29,26c9a1fc-78b0-460b-8931-cec1dc87aa0d,video,dogs,disgust,negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,22056f9e-4654-44e9-930d-2fabdeb80f95,disgust,2020-09-01 06:27:20,49da0743-cb4d-4c84-b6a2-537bbe7256d1,GIF,healthy eating,disgust,negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,e79a2e98-57b4-4469-8da4-87f338460d42,disgust,2020-10-27 14:22:41,49da0743-cb4d-4c84-b6a2-537bbe7256d1,GIF,healthy eating,disgust,negative,0
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,2ab641a8-6ad4-4d1a-8511-d87ff5346773,disgust,2021-02-07 18:56:09,b6d04982-1509-41ab-a700-b390d6cb4d02,GIF,studying,disgust,negative,0
14ed7f7b-2c96-4458-8a39-606c25c14180,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,disgust,2021-02-24 03:44:05,7918d465-0953-4f20-9e28-539e74c82e2f,video,tennis,disgust,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,disgust,2020-11-24 19:10:07,69532ce2-1ffe-4187-8042-0230d115b24e,GIF,tennis,disgust,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,41cd692a-be3c-4acd-a2c8-184586bdc180,disgust,2021-01-22 16:02:50,69532ce2-1ffe-4187-8042-0230d115b24e,GIF,tennis,disgust,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,07061727-dc05-4411-ab78-79f95b1869a9,disgust,2021-03-28 13:07:56,69532ce2-1ffe-4187-8042-0230d115b24e,GIF,tennis,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,3956593b-7739-426a-b7a5-e841c95a5df9,disgust,2020-09-03 10:59:45,e79a2e98-57b4-4469-8da4-87f338460d42,GIF,travel,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,ded166ee-173b-4a56-bc6d-464c35709670,disgust,2020-11-10 07:27:45,e79a2e98-57b4-4469-8da4-87f338460d42,GIF,travel,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,9664d628-9163-4aae-94e0-311f3bdb2f11,disgust,2021-01-25 00:52:11,e79a2e98-57b4-4469-8da4-87f338460d42,GIF,travel,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,40f15350-9ac3-4b6c-83c3-51cc7945dd01,disgust,2020-06-26 18:09:24,e79a2e98-57b4-4469-8da4-87f338460d42,GIF,travel,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,a6133f47-5586-434e-8be1-1e7122db1c0e,disgust,2021-01-20 19:32:40,e79a2e98-57b4-4469-8da4-87f338460d42,GIF,travel,disgust,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,600118fa-e6f4-4d74-aeb6-936abbbf38a1,disgust,2020-10-24 10:08:27,77a7b81e-96f7-4e5a-92c7-5b07f7333913,video,science,disgust,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,disgust,2020-08-07 09:07:19,77a7b81e-96f7-4e5a-92c7-5b07f7333913,video,science,disgust,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,a81df767-7da1-4844-b63c-fee4c9c7895d,disgust,2021-01-16 05:51:58,77a7b81e-96f7-4e5a-92c7-5b07f7333913,video,science,disgust,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,disgust,2020-09-21 09:10:22,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,video,technology,disgust,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,disgust,2021-02-04 07:27:14,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,video,technology,disgust,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,e6a52b6a-20ec-4b09-bbb7-4a1138014985,disgust,2021-05-26 13:22:56,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,video,technology,disgust,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,2020-12-20 01:10:46,80e03bc0-fc8f-475b-a4dd-870844b7a313,video,science,disgust,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,98511140-45c4-4faa-9962-fea5ad618ea3,disgust,2021-06-03 02:16:45,80e03bc0-fc8f-475b-a4dd-870844b7a313,video,science,disgust,negative,0
82145a60-013e-4d96-81a5-399af8618158,7e263bf1-e036-4cc8-9cb8-9beec89027a3,disgust,2021-02-03 23:56:34,2ad548cd-a899-4992-972b-92cde9cea8f1,audio,food,disgust,negative,0
d852b946-01e1-44fe-abd7-26198660cbdb,877ce8ba-564f-4b86-9cdc-94a93d9a7997,disgust,2020-09-10 10:21:40,242a3620-fc18-4120-ac72-37b0f3716879,GIF,food,disgust,negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,19fa2bc2-96ab-45b6-99de-1995c2bee330,disgust,2021-02-08 05:08:45,8fe167eb-3c69-459a-b32d-b030b942eab4,GIF,healthy eating,disgust,negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,41b0ee09-2868-4c4b-a22d-b533a7fa46af,disgust,2021-04-23 03:13:45,8fe167eb-3c69-459a-b32d-b030b942eab4,GIF,healthy eating,disgust,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,disgust,2020-07-15 19:23:08,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,video,culture,disgust,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,192a526b-4952-4bda-b659-4661dab12716,disgust,2021-02-12 16:04:02,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,video,culture,disgust,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,disgust,2020-06-25 05:15:12,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,video,culture,disgust,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,5ad56e97-58f6-4e66-9b8f-5c16358a9a97,disgust,2021-05-17 13:47:25,f3eb7ee0-7788-43a0-9686-1c399260b17e,GIF,soccer,disgust,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,cd5fd7db-8715-41b7-8f4a-11a65b638d8e,disgust,2021-04-29 18:04:17,f3eb7ee0-7788-43a0-9686-1c399260b17e,GIF,soccer,disgust,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,disgust,2020-12-15 03:05:33,f3eb7ee0-7788-43a0-9686-1c399260b17e,GIF,soccer,disgust,negative,0
026973ef-4b73-4901-9160-bc9e04516057,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,disgust,2020-12-27 23:36:09,4eed2f45-f040-4995-a60f-472af1ff379a,audio,culture,disgust,negative,0
026973ef-4b73-4901-9160-bc9e04516057,05d7e77f-a18a-4358-a23a-46c560b3682e,disgust,2020-10-20 13:31:02,4eed2f45-f040-4995-a60f-472af1ff379a,audio,culture,disgust,negative,0
f08bdab2-b888-484e-8fd9-919e6ed86c12,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,disgust,2021-03-25 19:36:23,3956593b-7739-426a-b7a5-e841c95a5df9,audio,education,disgust,negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,b09e3125-2162-443b-bea0-25895b7605bc,disgust,2020-11-26 14:04:36,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,photo,education,disgust,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,30a7de62-d6a1-47d6-963f-0724adf18c4b,disgust,2020-12-03 11:30:02,ef56931b-540b-4166-9090-73ae48ac8d97,photo,studying,disgust,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,a6668254-c779-424c-8c8b-1762bf45916e,disgust,2021-04-13 07:30:34,ef56931b-540b-4166-9090-73ae48ac8d97,photo,studying,disgust,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,48e834aa-fd4a-4206-93e8-ac8fdac613bc,disgust,2020-06-24 06:45:10,ef56931b-540b-4166-9090-73ae48ac8d97,photo,studying,disgust,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,1f7e22c8-558a-4b6f-a04f-b219593f029e,disgust,2021-01-24 20:52:36,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,audio,science,disgust,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,d3aa94aa-3e81-49e4-915a-d269e4f42f29,disgust,2020-11-25 19:43:36,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,audio,science,disgust,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,38cceae3-14e0-49bb-8087-f6f210a2053a,disgust,2021-01-26 15:54:27,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,audio,science,disgust,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,8d3661fd-d953-4c1b-857d-82b3e34f569e,disgust,2021-03-10 19:24:16,7000ac2e-87a0-4e23-b342-5f150e03f9ef,GIF,fitness,disgust,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,cfe50481-7c50-48fa-97fa-89b6f137e1bd,disgust,2021-06-16 16:12:42,7000ac2e-87a0-4e23-b342-5f150e03f9ef,GIF,fitness,disgust,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,e8c9386c-8fbc-40cc-9587-ccb912ec5c10,disgust,2021-01-29 09:21:08,7000ac2e-87a0-4e23-b342-5f150e03f9ef,GIF,fitness,disgust,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,disgust,2020-12-26 09:23:28,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,science,disgust,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,e6a52b6a-20ec-4b09-bbb7-4a1138014985,disgust,2021-04-02 21:00:06,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,science,disgust,negative,0
9ef39aa2-60f9-4e4b-b666-c6cb97015503,8b49caad-bcc5-43de-bf40-34a66ff8805c,disgust,2021-01-16 07:00:51,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,GIF,travel,disgust,negative,0
841403fd-321b-4118-90b3-cc0075d64047,30a7de62-d6a1-47d6-963f-0724adf18c4b,disgust,2020-09-27 06:26:14,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,GIF,studying,disgust,negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,2bd9c167-e06c-47c1-a978-3403d6724606,disgust,2021-03-11 08:12:54,72d2587e-8fae-4626-a73d-352e6465ba0f,video,culture,disgust,negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,c924f935-cff8-45c0-b4b7-5ed2c6cdaac8,disgust,2020-06-23 18:41:19,72d2587e-8fae-4626-a73d-352e6465ba0f,video,culture,disgust,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,2020-12-29 08:39:57,f11e8adf-a550-4e7a-ab81-dbccd952dff8,photo,science,disgust,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,disgust,2021-04-27 00:46:44,f11e8adf-a550-4e7a-ab81-dbccd952dff8,photo,science,disgust,negative,0
